"MED521 GI Final Exam - C2015 - 20121005",
"Raw MCQ data for group: 5614|4",

"Question Identifier","Category","Question Type","Correct Response","Weight","Response Data"

"HOMER_QUIZ_1036678","","MULTICHOICE","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","2","1","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","2","2","1","2","2","2","1","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2","1","1","2","2","2","2","1","1","2","1","2","2","2","2","2","2","2","2","1","1","1","2","2","1","2","1","2","1","2","2","2","2","2","2","2","2","1","1","2","1","1","1","2","2","2","1","2","1",
"HOMER_QUIZ_1036679","","MULTICHOICE","3","1","3","1","3","5","3","3","3","3","3","3","4","3","3","3","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","3","3","3","3","3","3","3","5","3","3","3","3","3","3","2","3","3","3","5","3","3","3","3","3","3","3","3","3","3","3","3","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","3","3","1","3","3","3","3","3","3","3","3","3","3","3","3","3","5","3","3","3","3","5","3","1","5","1","1","3","3","3","1","3","3","3","3","3","3","3","3","3","1","3","3","3","3","3","3","3","3","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"HOMER_QUIZ_1036680","","MULTICHOICE","3","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","1","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","4",
"HOMER_QUIZ_1036681","","MULTICHOICE","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","4","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","5","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","3","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2",
"HOMER_QUIZ_1036682","","MULTICHOICE","3","1","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","4","3","3","3","3","3","2","2","4","3","3","3","3","3","3","3","3","3","3","4","3","3","4","3","3","3","4","3","4","3","3","3","3","3","3","4","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","3","3","5","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","4","3","3","3","3","3","3","3","3",
"HOMER_QUIZ_1036683","","MULTICHOICE","4","1","4","2","4","4","4","4","4","4","4","4","4","4","4","4","4","2","4","4","3","4","4","4","4","4","1","4","4","4","4","4","4","4","4","3","1","4","4","4","4","4","4","4","2","4","4","4","4","3","4","1","4","4","4","4","4","3","4","4","3","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","2","4","4","4","4","4","2","4","4","4","4","4","4","4","2","4","2","4","4","4","4","4","1","2","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","2","5","4","3","4","4","3","4","4","4","4","4","4","4","4","4","2","3","4","4","4","3","4","3","4","3","4","4","4","4","4","4","4","4","4","4","4","4","1","4","4","4","4","4","4","4","2","4","4","4","4",
"HOMER_QUIZ_1036684","","MULTICHOICE","3","1","3","3","3","3","3","3","3","5","3","3","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","5","3","3","3","3","3","3","3","5","3","3","3","3","3","3","2","3","3","3","3","5","3","3","3","3","3","3","3","2","3","3","3","3","3","3","5","3","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","3","3","3","3","3","1","3","3","3","3","3","3","5","3","5","3","3","3","3","3","3","3","2","3","3","3","3","5","3","5","3","3","3","3","3","3",
"HOMER_QUIZ_1036685","","MULTICHOICE","5","1","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","4","5","5","5","5","5","5","5","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","2","5","1","5","5","5","5","5","5","5","5","5","5","5","4","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","4","5","5","5","5",
"HOMER_QUIZ_1036686","","MULTICHOICE","3","1","4","4","3","3","2","3","3","3","3","3","3","3","3","4","3","4","3","4","3","3","4","3","4","3","2","3","4","3","3","3","2","3","3","2","3","3","3","4","4","3","3","3","3","3","3","3","3","1","3","4","3","3","3","3","4","3","3","3","4","3","2","4","3","3","3","4","3","3","3","3","3","4","2","3","3","4","3","3","3","3","3","4","4","3","3","4","3","3","4","2","3","1","3","3","3","3","3","3","1","3","3","3","3","3","3","3","3","3","3","3","4","1","3","3","3","2","4","3","3","3","3","3","3","4","3","5","3","4","3","3","3","3","3","3","3","3","3","2","4","3","3","3","3","3","4","3","3","3","1","4","3","3","4","3","3","3","1","4","3","1","3","3","3","3","3",
"HOMER_QUIZ_1036687","","MULTICHOICE","4","1","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","3","4","4","3","4","2","4","4","4","4","4","4","3","3","4","4","3","4","4","3","3","3","4","4","4","4","4","4","4","1","4","4","4","3","4","4","4","2","4","4","4","4","4","3","4","4","3","4","4","4","2","4","4","4","4","4","3","4","4","4","4","3","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","3","4","3","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","4","4","4","4","4","4","4","4","4","4","3","3","4","3","4","4","4","4","3","4","4","4","4","4",
"HOMER_QUIZ_1036688","","MULTICHOICE","4","1","4","4","3","3","4","4","4","3","4","4","4","3","5","3","4","4","4","3","3","3","4","4","3","2","4","4","4","4","3","3","3","4","3","4","4","4","4","3","4","3","4","4","4","3","4","3","4","3","4","3","4","4","4","2","3","4","4","4","3","2","4","3","3","4","4","4","4","4","4","4","3","4","4","3","3","4","4","3","4","4","3","2","4","4","3","3","4","4","3","4","4","3","4","4","4","4","4","4","3","4","4","3","4","3","4","4","4","4","4","4","4","4","3","3","3","3","4","3","3","2","4","4","4","4","4","4","2","4","4","3","4","4","4","3","4","3","4","4","4","4","4","3","4","2","3","4","4","4","3","4","4","2","4","4","4","4","4","3","3","3","4","4","4","1","4",
"HOMER_QUIZ_1036689","","MULTICHOICE","4","1","4","2","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","1","4","4","4","4","4","4","4","4","1","4","4","4","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","3","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","1","4","4","4","4","5","4","4","4","4","5","4","4","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4",
"HOMER_QUIZ_1036690","","MULTICHOICE","3","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","2","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"HOMER_QUIZ_1036691","","MULTICHOICE","3","1","3","3","3","3","3","3","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","3","3","3","3","3","3","3","3","3","5","3","3","3","3","5","3","3","3","5","3","3","3","3","3","3","3","3","5","3","3","3","3","1","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","5","5","3","5","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","5","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","3","3","3","3","5","3","3","5","3","3","3","3","3","3","3","3","3","5",
"HOMER_QUIZ_1036692","","MULTICHOICE","5","1","5","5","5","5","1","5","5","5","5","5","5","5","4","5","4","4","5","3","5","5","5","5","5","5","5","5","5","5","5","3","5","4","5","4","5","5","5","4","5","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","2","5","5","3","1","5","5","5","5","5","5","5","5","5","5","5","5","3","5","5","5","5","5","5","5","5","5","5","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","2","5","5","5","5","5","5","5","5",
"HOMER_QUIZ_1036693","","MULTICHOICE","4","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","2","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","2","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","2","4","4","4","4","4","4","4","1","4","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4",
"HOMER_QUIZ_1036694","","MULTICHOICE","2","1","2","2","1","3","2","1","2","2","2","2","3","1","1","1","1","2","1","3","1","1","2","1","2","1","1","2","2","5","3","2","1","5","1","3","1","5","1","1","2","2","1","2","3","1","1","1","2","1","2","2","2","2","2","2","1","2","2","2","2","2","3","3","5","1","2","2","2","2","2","3","3","3","5","1","2","1","2","5","2","5","1","1","1","2","1","1","3","2","1","1","5","2","2","1","1","1","2","2","1","1","1","1","3","1","2","3","2","2","5","1","1","3","2","1","2","1","1","1","2","1","2","1","2","1","2","1","2","1","4","4","2","2","3","1","1","1","2","5","2","2","1","2","1","1","3","1","2","5","1","2","4","2","4","1","4","2","2","2","3","2","2","2","2","2","2",
"HOMER_QUIZ_1036695","","MULTICHOICE","2","1","2","2","2","2","2","2","5","2","2","2","2","2","2","2","5","3","2","2","2","2","2","2","2","2","2","5","2","2","2","2","2","5","2","5","2","2","2","4","2","2","2","2","5","2","2","2","2","2","2","2","2","2","2","2","5","2","2","2","2","2","2","2","5","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","5","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","4","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","5","2","2","2","2","2",
"HOMER_QUIZ_1036696","","MULTICHOICE","2","1","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","3","3","2","2","2","2","2","2","2","2","4","3","2","2","2","2","2","2","2","2","2","3","3","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","4","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","3","3","2","3","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","1","2","2","2","2","3","3","2","2","2","2","2","2","2","2","3","2","3","3","2","2","2","2","2","2","2","2","2","3","2","2","3","3","2","2","2","2","2","3","2","2","2","2","2","2","4","2","3","3","3","2","2","1","2","3",
"HOMER_QUIZ_1036697","","MULTICHOICE","1","1","5","1","1","5","1","1","1","5","1","1","1","1","1","1","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","1","1","1","1","1","1","1","1","1","1","4","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","1","1","1","1","1","1","1","1","5","1","1","1","5","1","5","1","1","1","5","5","5","5","1","1","1","1","1","1","1","1","4","1","5","1","5","5","5","1","4","1","4","5","4","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","4","1","1","1","5","4","5","1","5","1","1","5","1","4","5","1","1","1","2","1","1","5","1","1","5","1","1","4","1","1",
"HOMER_QUIZ_1036698","","MULTICHOICE","1","1","4","1","1","2","3","1","1","1","1","1","4","4","3","1","2","1","1","1","2","4","1","1","1","1","1","1","1","1","1","1","1","1","1","4","1","1","1","4","4","4","4","2","2","1","4","1","1","1","1","4","1","4","1","1","1","2","1","2","1","4","1","2","4","2","1","4","1","2","1","4","1","1","1","1","1","4","1","1","4","2","1","1","3","1","4","1","1","2","1","5","4","1","1","2","1","1","4","4","1","1","4","4","1","1","2","2","2","1","1","1","4","1","1","4","3","4","2","1","1","4","1","1","1","1","1","1","1","1","4","1","3","4","1","1","4","3","1","2","1","4","1","4","1","1","1","2","1","3","1","2","1","4","3","4","4","4","1","3","2","2","1","2","4","4","4",
"HOMER_QUIZ_1036699","","MULTICHOICE","3","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"HOMER_QUIZ_1036700","","MULTICHOICE","5","1","5","5","5","5","5","5","5","5","1","5","4","5","2","5","5","5","5","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5",
